name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
The One That Got Away,Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,227333,75,0.000802,0.687,0.792,0.0,0.2,-4.023,0.0353,133.962,4
E.T.,Teenage Dream: The Complete Confection,Katy Perry,2012-01-01,229573,64,0.0172,0.615,0.877,0.0,0.366,-5.217,0.174,151.6,4
Teenage Dream,Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,227760,69,0.0132,0.719,0.804,3.02e-06,0.139,-4.581,0.0355,119.999,4
Dark Horse,PRISM,Katy Perry,2013-01-01,215672,82,0.00314,0.647,0.585,0.0,0.165,-6.123,0.0512,131.934,4
Daisies,Smile,Katy Perry,2020-08-28,174312,59,0.0825,0.642,0.546,0.0,0.0989,-5.377,0.0407,122.165,4
E.T.,Teenage Dream,Katy Perry,2010-01-01,206373,66,0.0178,0.602,0.863,0.0,0.389,-5.423,0.0773,150.183,4
Peacock,Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,231920,53,0.0563,0.825,0.759,0.0,0.202,-3.121,0.0427,139.975,4
California Gurls,Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,234653,79,0.00446,0.791,0.754,0.0,0.163,-3.729,0.0569,125.014,4
The One That Got Away,Teenage Dream,Katy Perry,2010-01-01,227333,48,0.000812,0.691,0.795,1.02e-06,0.156,-4.021,0.0355,133.971,4
Peacock,Teenage Dream,Katy Perry,2010-01-01,231933,44,0.0502,0.816,0.751,0.0,0.166,-3.132,0.0421,139.981,4
Last Friday Night (T.G.I.F.),Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,230746,78,0.00125,0.649,0.815,4.31e-05,0.671,-3.796,0.0415,126.03,4
Part Of Me,Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,216160,78,0.000417,0.678,0.918,0.0,0.0744,-4.63,0.0355,130.028,4
When I'm Gone (with Katy Perry) [VIP Mix],When I'm Gone (with Katy Perry) [VIP Mix],Alesso,2022-02-18,171840,56,0.0165,0.622,0.954,0.000136,0.311,-2.829,0.0524,125.081,4
Teenage Dream,Teenage Dream,Katy Perry,2010-01-01,227741,45,0.0162,0.719,0.798,2.34e-06,0.134,-4.582,0.0361,120.011,4
Unconditionally,PRISM,Katy Perry,2013-01-01,228878,81,0.00273,0.432,0.725,0.0,0.208,-4.862,0.0431,128.902,4
Tucked,Smile,Katy Perry,2020-08-28,187436,55,0.00544,0.775,0.68,0.0,0.047,-5.155,0.038,123.005,4
Legendary Lovers,PRISM (Deluxe),Katy Perry,2013-10-18,224216,54,0.0224,0.623,0.836,0.0,0.078,-4.788,0.0846,126.025,4
Con Calma - Remix,El Ritmo del Verano,Various Artists,2023-07-07,181280,1,0.165,0.736,0.868,1.67e-06,0.0419,-3.01,0.0454,94.026,4
Champagne Problems,Smile,Katy Perry,2020-08-28,196218,52,0.0185,0.711,0.674,0.0,0.184,-6.114,0.106,108.883,4
Wide Awake,Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,220946,72,0.0749,0.514,0.683,2.64e-06,0.392,-5.099,0.0367,159.814,4
International Smile,PRISM (Deluxe),Katy Perry,2013-10-18,227820,47,0.0278,0.514,0.817,0.0,0.137,-4.269,0.0482,129.98,4
Harleys In Hawaii,Smile,Katy Perry,2020-08-28,185480,78,0.162,0.721,0.751,6.59e-06,0.118,-6.203,0.125,140.095,4
Peacock,Teenage Dream,Katy Perry,2010-01-01,231933,32,0.0502,0.816,0.751,0.0,0.166,-3.132,0.0421,139.981,4
Part Of Me,Summer of '23,Various Artists,2023-07-07,216360,1,0.000236,0.672,0.918,0.0,0.0668,-4.605,0.036,130.042,4
Firework,Teenage Dream,Katy Perry,2010-08-24,227893,61,0.141,0.638,0.832,0.0,0.113,-5.039,0.049,124.071,4
Pearl,Teenage Dream: The Complete Confection,Katy Perry,2012-03-12,247626,44,0.127,0.559,0.577,0.0,0.31,-6.279,0.0381,116.126,4
I Kissed A Girl,The Best Y2K Album In The World...Ever!,Various Artists,2023-07-03,180946,0,0.00226,0.681,0.754,0.0,0.0713,-3.23,0.0942,129.978,4
Birthday,PRISM (Deluxe),Katy Perry,2013-10-18,215042,66,0.0879,0.719,0.674,3.75e-06,0.112,-5.122,0.0681,125.98,4
Legendary Lovers,PRISM,Katy Perry,2013-01-01,224216,50,0.0222,0.622,0.839,0.0,0.0781,-4.788,0.0843,126.033,4
Hot N Cold,Crossover But Only Hits,Various Artists,2023-07-07,220226,0,7.73e-05,0.706,0.842,0.0,0.0688,-3.956,0.0417,132.032,4
Pearl,Teenage Dream,Katy Perry,2010-01-01,247626,37,0.103,0.557,0.584,0.0,0.311,-6.275,0.0375,116.098,4
Hot N Cold,Early Internet Hits,Various Artists,2023-07-07,220226,0,7.73e-05,0.706,0.842,0.0,0.0688,-3.956,0.0417,132.032,4
Chained To The Rhythm,Witness (Deluxe),Katy Perry,2017-06-09,237733,73,0.0814,0.562,0.8,0.0,0.199,-5.404,0.112,95.029,4
Power,Witness (Deluxe),Katy Perry,2017-06-09,226466,44,0.0364,0.559,0.61,1.05e-06,0.0779,-4.717,0.0927,142.146,4
I Kissed A Girl,Timeless Pop Hits,Various Artists,2023-07-07,180946,0,0.00226,0.681,0.754,0.0,0.0713,-3.23,0.0942,129.978,4
Cry About It Later (feat. Luísa Sonza & Bruno Martini),Cry About It Later (feat. Luísa Sonza & Bruno Martini),Katy Perry,2021-04-23,159285,54,0.0513,0.676,0.794,0.000392,0.0723,-4.78,0.0366,125.957,4
Passionfruit,More Life,Drake,2017-03-18,298940,88,0.256,0.809,0.463,0.085,0.109,-11.377,0.0396,111.98,4
Passion Fashion,Pep Talks,Judah & the Lion,2019-08-07,203238,47,0.0114,0.651,0.839,2.72e-05,0.371,-4.644,0.0808,84.954,4
Passion,BOY,RAC,2020-05-08,132746,68,0.476,0.777,0.721,0.0512,0.27,-6.951,0.071,106.956,4
Passionfruit,More Life,Drake,2017-03-18,298940,60,0.25,0.81,0.457,0.07,0.109,-11.388,0.0395,111.981,4
I Speak Jesus - Live From Camp,Live From Camp,Passion,2022-09-16,423166,44,0.0404,0.201,0.659,0.0,0.164,-6.226,0.041,146.232,4
Passion,to hell with it,PinkPantheress,2021-10-15,138268,67,0.49,0.699,0.628,0.782,0.101,-5.163,0.0369,79.968,4
Passionate (feat. Roddy Ricch),Just For Clarity 2,Blxst,2023-03-10,170097,64,0.596,0.77,0.573,0.0,0.102,-5.872,0.169,98.036,4
Passion - Live,Here (Live),The Belonging Co,2022-03-25,253583,41,0.000158,0.483,0.934,9.23e-05,0.293,-5.983,0.0367,142.039,4
Passion Whine,Farruko Presents Los Menores,Farruko,2016-02-22,213311,74,0.327,0.756,0.689,0.0,0.0586,-3.87,0.0648,162.006,4
Passion Fruit,Gumbo,Young Nudy,2023-02-28,194973,60,0.543,0.813,0.503,3e-05,0.116,-8.08,0.245,138.043,4
Passion,Trust the Process,Ace Hood,2017-08-21,189744,51,0.239,0.848,0.466,0.0,0.116,-7.583,0.279,77.483,4
passionfruit - sped up + reverb,passionfruit - sped up + reverb,pearl,2023-03-22,247210,34,0.00451,0.584,0.424,0.00407,0.13,-15.51,0.0385,123.195,4
Christ Our King - Live From Camp,Live From Camp,Passion,2022-09-16,365185,45,0.195,0.301,0.47,0.0,0.113,-7.896,0.0314,74.912,4
Passion,Passion,PinkPantheress,2021-07-01,138268,61,0.49,0.699,0.628,0.782,0.101,-5.163,0.0369,79.968,4
Passion - Sam Gellaitry Remix,to hell with it (Remixes),PinkPantheress,2022-01-28,180899,43,0.932,0.631,0.632,0.0617,0.32,-5.953,0.0511,80.024,4
Take a Walk,Gossamer,Passion Pit,2012-07-23,264493,71,0.0338,0.566,0.755,0.0,0.315,-5.526,0.0368,101.006,4
Forgiven - Live,Worthy Of Your Name (Live),Passion,2017-02-17,241466,34,0.197,0.422,0.66,3.97e-06,0.0959,-7.02,0.0384,76.008,4
Sleepyhead,Manners,Passion Pit,2009,174760,69,0.0892,0.568,0.719,1.84e-06,0.233,-5.406,0.0354,106.036,4
passionfruit - slowed + reverb,passionfruit - slowed + reverb,slō,2023-03-22,312543,31,0.0317,0.432,0.28,0.0723,0.117,-16.065,0.0412,97.463,4
Passion,In A Space Outta Sound,Nightmares On Wax,2006-02-20,420426,44,0.374,0.589,0.204,0.895,0.686,-13.927,0.138,213.008,3
Passionfruit,EP2,Yaeji,2017-11-03,274728,55,0.604,0.606,0.448,0.0825,0.111,-13.182,0.0356,111.889,4
Take My Life - Live,Hymns Ancient And Modern (Live),Passion,2004-01-01,306253,36,0.25,0.308,0.409,0.0,0.109,-7.103,0.0282,179.836,4
Passion Whine,Carbon Fiber Hits,Carbon Fiber Music,2018-12-21,213311,52,0.327,0.756,0.689,0.0,0.0586,-3.87,0.0648,162.006,4
Passion - Live,Youth Revival (Live),Hillsong Young & Free,2016-02-26,458733,31,0.636,0.112,0.396,0.000607,0.178,-9.401,0.0329,72.425,4
Glorious Day - Live,Worthy Of Your Name (Live),Passion,2017-02-17,298520,63,0.00289,0.49,0.805,3.19e-06,0.141,-4.578,0.0424,109.951,4
Passionate Kisses,Come On Come On,Mary Chapin Carpenter,1992-06-20,201066,40,0.579,0.625,0.819,0.0,0.194,-6.118,0.0353,139.621,4
Passion,SUGAR TITLE,KEYTALK,2011-11-09,221586,36,1.02e-05,0.416,0.88,0.556,0.086,-4.085,0.0455,166.97,4
Passion - Hotel Garuda Remix,Passion (Hotel Garuda Remix),RAC,2020-08-21,190946,49,0.0641,0.833,0.451,0.0306,0.141,-9.122,0.11,122.035,4
Passionate (feat. Roddy Ricch),Just For Clarity 2,Blxst,2023-03-10,169238,39,0.557,0.735,0.571,3.27e-06,0.105,-6.151,0.184,97.864,4
Passion,Passion,O.E.,2022-01-21,206831,35,0.587,0.866,0.817,0.0,0.228,-8.233,0.0605,130.058,4
Passion Anthem,IceBerg Pimpin,Slim Guerilla,2017-08-26,202657,47,0.03,0.739,0.696,5.54e-06,0.683,-7.712,0.0845,120.053,4
Passionfruit - slowed/reverb,Passionfruit EP,John Phelps,2020-01-31,368836,16,0.0228,0.638,0.722,0.752,0.0884,-9.63,0.12,178.8,4
Passion,Mind Medicine,Various Artists,2016-08-26,208274,34,0.146,0.561,0.829,7.28e-06,0.175,-3.295,0.239,78.003,4
Passion,Passion,Bailey Bryan,2022-09-30,178497,48,0.177,0.807,0.501,0.000206,0.11,-5.118,0.0452,105.035,4
Passionate Kisses,Lucinda Williams (Deluxe Edition),Lucinda Williams,2014-01-14,158280,37,0.0537,0.646,0.658,0.0,0.0919,-6.429,0.0269,138.774,4
Passion,Ressentiment,Meishi Smile,2021-05-14,103710,18,5.31e-06,0.482,0.949,0.539,0.8,-7.685,0.0782,127.977,4
Passionfruit,Passionfruit,Benny Sings,2018-11-07,193635,51,0.441,0.947,0.448,0.815,0.131,-8.043,0.044,120.965,4
Passion - Piano Instrumental,Kingdom Hearts 2 Collection,Good Knight Productions,2015-07-20,275454,16,0.753,0.852,0.223,0.0118,0.0948,-15.664,0.202,109.958,4
Passionate Kisses,The Essential Mary Chapin Carpenter,Mary Chapin Carpenter,1989,201906,48,0.589,0.625,0.819,0.0,0.201,-6.142,0.0361,139.642,4
Passion Pleasure Pain,Passion Pleasure Pain,Paris Gordon,2023-04-17,222798,27,0.216,0.744,0.653,0.0,0.119,-4.262,0.0558,138.908,4
Passion For Publication,Free Your Mind,Anarbor,2009-03-10,158226,47,0.00134,0.564,0.857,0.0,0.0992,-3.828,0.0436,144.977,4
Passion,Well Sed,Seddy Hendrinx,2022-07-13,188913,27,0.0508,0.676,0.419,0.0,0.146,-11.317,0.335,92.956,4
Passion,Here Come the Runts,AWOLNATION,2018-02-02,201833,47,0.0611,0.653,0.869,0.119,0.187,-4.622,0.0571,137.974,4
Passionfruit - Get It Together Remix,Passionfruit - Get It Together Remix,Fer,2020-03-31,349805,16,0.603,0.834,0.567,0.168,0.111,-13.814,0.148,118.726,4
Passion - DSpot Mix,Passion,Tymara,2022-11-25,206160,33,0.249,0.656,0.87,0.000225,0.312,-5.135,0.0503,125.02,4
Passionfruit - Remix,Passionfruit (Remix),BRIONBEATS,2022-08-05,287179,6,0.0129,0.762,0.574,0.59,0.127,-10.986,0.169,117.446,4
Passion,Passion,Jim Yosef,2015-06-13,240009,40,0.0102,0.614,0.953,2.44e-06,0.854,-3.275,0.0818,128.012,4
Passion,Passion,Lucifer (voice actor : Kazuya Yamashita),2021-06-24,248421,40,0.713,0.732,0.628,3.16e-06,0.0779,-10.812,0.119,114.021,4
Passionate,missunderstood…still,Queen Naija,2020-10-30,231483,33,0.651,0.468,0.446,2.48e-06,0.171,-6.996,0.0417,137.982,4
Passion,Passion EP,Eskuche,2019-09-13,201904,39,0.00157,0.804,0.811,0.876,0.361,-7.859,0.0557,126.013,4
